,Market Cap (intraday),Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Fiscal Year Ends,Most Recent Quarter,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta (3Y Monthly),52-Week Change,S&P500 52-Week Change,52 Week High,52 Week Low,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Avg Vol (10 day),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,"Shares Short (Jan 31, 2019)","Short Ratio (Jan 31, 2019)","Short % of Float (Jan 31, 2019)","Short % of Shares Outstanding (Jan 31, 2019)","Shares Short (prior month Dec 31, 2018)",Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio,Dividend Date,Ex-Dividend Date,Last Split Factor (new per old),Last Split Date
XPO,6020000000.0,10250000000.0,19.13,11.11,0.37,0.35,1.8,0.59,6.78,2018-12-31 00:00:00,2018-12-31 00:00:00,0.0244,0.0461,0.04,0.1113,17280000000.0,140.48,0.046,2540000000.0,1510000000.0,390000000.0,2.88,-0.5529999999999999,502000000.0,4.6,4350000000.0,109.57,1.11,30.55,1100000000.0,634500000.0,2.15,-0.416,0.027999999999999997,116.27,41.05,59.86,83.22,4340000.0,5740000.0,109190000.0,95000000.0,0.019,1.036,8220000.000000001,3.57,0.0837,0.06480000000000001,9760000.0,,,,,,0.0,,,4.0,2011-09-02 00:00:00
XRAY,9500000000.0,11270000000.0,,19.49,10.92,2.36,1.85,2.8,14.88,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.414,0.105,0.0264,-0.263,4020000000.0,17.79,-0.08,2190000000.0,756900000.0,-1660000000.0,-7.36,-0.691,233100000.0,1.05,1730000000.0,33.56,1.76,23.11,526500000.0,449790000.0,0.79,-0.2324,0.027999999999999997,58.97,33.93,41.27,38.33,2210000.0,1800000.0,222550000.0,220950000.0,0.006999999999999999,1.0174,9770000.0,4.94,0.0483,0.0439,9910000.0,0.35,0.008,0.35,0.008,0.58,,2019-01-11 00:00:00,2018-12-27 00:00:00,0.5,2006-07-18 00:00:00
XRF,74490000.0,37090000.0,,-9.5,,0.76,5.09,0.38,-0.93,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.5719,-0.4404,-0.2542,-1.4461,97380000.0,1.5,-0.35100000000000003,79140000.0,-39840000.0,-55690000.0,-0.86,,40010000.0,0.61,,,1.24,0.22,-46490000.0,-9920000.0,,-0.7692,0.027999999999999997,5.7,1.0,1.2,1.95,58750.0,37400.0,65340000.0,38480000.0,0.4218,0.1037,1490000.0,24.36,,0.0226,1670000.0,,,,,,0.0,,,,
XRX,7090000000.0,11430000000.0,22.37,7.66,3.98,0.72,1.42,1.16,8.21,2018-12-31 00:00:00,2018-12-31 00:00:00,0.0367,0.0882,0.0352,0.0695,9830000000.0,39.52,-0.078,3930000000.0,1390000000.0,347000000.0,1.38,,1080000000.0,4.72,5230000000.0,99.56,1.44,21.8,1140000000.0,1190000000.0,2.23,0.0139,0.027999999999999997,32.31,18.58,25.48,26.09,4020000.0,3280000.0,229620000.0,197020000.0,0.0393,0.8692,5300000.0,1.27,0.0221,0.0231,7230000.0,1.0,0.0326,1.0,0.0326,2.86,0.7246,2019-01-31 00:00:00,2018-12-28 00:00:00,4.0,2017-06-15 00:00:00
XSPA,6410000.0,16970000.0,,,,0.13,0.51,0.34,-3.98,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.8259,-0.2237,-0.1315,-0.892,50070000.0,1.85,0.005,17100000.0,-4270000.0,-32430000.0,-1.526,,2520000.0,0.07,8510000.0,54.0,0.43,0.37,-5840000.0,-2770000.0,0.19,-0.7968,0.027999999999999997,1.0,0.11,0.1927,0.1775,966130.0,523000.0,34550000.0,30180000.0,0.0508,0.1259,2110000.0,2.05,0.0917,0.0612,2110000.0,,,,,,0.0,,,10.0,2015-11-30 00:00:00
XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
XTLB,10910000.0,7990000.0,5.92,,,,1.69,,-9.32,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0,0.0,-0.075,0.3557,,,,,-857250.0,1940000.0,0.4,-0.35100000000000003,5410000.0,1.05,,,35.99,1.4,,,0.89,0.4432,0.027999999999999997,3.94,1.43,2.2,2.15,8600.0,6480.0,514210000.00000006,2240000.0,0.2,0.1163,16770.0,2.97,,0.0036,17670.0,,,,,,0.0,,,5.0,2017-02-10 00:00:00
XTNT,44910000.0,113360000.0,,-2.99,-0.11,0.61,3.55,1.55,163.76,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.5708,-0.0713,-0.0287,,73270000.0,8.3,-0.127,51030000.0,692230.0,-41830000.0,-4.74,,5060000.0,0.38,76670000.0,605.87,3.63,0.96,-133180.0,-10700000.0,1.78,-0.4527,0.027999999999999997,11.5,1.61,2.4,3.51,9150.0,6000.0,13170000.0,1820000.0,0.0101,0.9052,90590.0,9.23,0.0236,0.0069,97470.0,,,,,,0.0,,,12.0,2018-02-14 00:00:00
XXII,303540000.0,239610000.0,,,,12.03,3.82,9.5,-11.52,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.1103,-0.8716,-0.2328,-0.0518,25230000.0,0.2,0.382,-707910.0,-20790000.0,-2780000.0,-0.02,,62120000.0,0.5,679660.0,0.86,10.2,0.64,-15010000.0,-8300000.000000001,0.91,-0.1103,0.027999999999999997,3.29,1.92,2.42,2.6,1710000.0,1360000.0,124400000.0,114520000.0,0.1238,0.3088,21370000.0,11.43,0.1854,0.1718,17070000.0,,,,,,0.0,,,0.5,2010-11-30 00:00:00
XYF,847360000.0,818660000.0,6.93,6.03,0.2,,1.74,,,2017-12-31 00:00:00,2018-09-30 00:00:00,0.2347,0.0,,,,,0.8320000000000001,1030000000.0,,,0.81,0.972,,,,,5.43,3.21,,,,?%,0.027999999999999997,20.3,4.15,5.25,6.98,26710.0,11630.0,151040000.0,45540000.0,0.0,0.0168,323710.0,12.13,,0.002,340840.0,,,,,,0.0,,,,
XYL,13310000000.0,15190000000.0,24.45,19.49,1.37,2.56,4.81,2.92,16.21,2018-12-31 00:00:00,2018-12-31 00:00:00,0.1054,0.1298,0.06,0.2071,5210000000.0,28.96,0.085,2030000000.0,937000000.0,549000000.0,3.03,2.169,296000000.0,1.65,2310000000.0,82.96,1.51,15.4,586000000.0,316250000.0,1.12,-0.0239,0.027999999999999997,82.44,60.65,69.82,71.84,1050000.0,970030.0,179720000.0,179110000.0,0.0059,0.9165,4430000.0,4.46,,0.0246,4650000.0,0.96,0.0131,0.84,0.0115,1.29,0.2772,2019-03-14 00:00:00,2019-02-13 00:00:00,,
Y,9660000000.0,10310000000.0,10.95,17.04,5.06,1.32,1.13,1.41,7.62,2017-12-31 00:00:00,2018-09-30 00:00:00,0.1234,0.1675,0.0298,0.1077,7330000000.0,481.52,0.306,1150000000.0,1350000000.0,904890000.0,59.42,,1340000000.0,90.15,1580000000.0,18.11,1.68,576.14,343470000.0,721630000.0,0.73,0.0719,0.027999999999999997,662.5,558.5,627.25,624.82,58970.0,48530.0,14840000.0,14340000.0,0.0415,0.8295,136260.0,2.2,0.0092,0.0092,176450.0,,,,,,0.0,2018-03-15 00:00:00,1987-03-24 00:00:00,0.980392156863,2011-03-30 00:00:00
YELP,3220000000.0,2550000000.0,62.5,38.75,1.88,3.41,2.98,2.7,37.08,2018-12-31 00:00:00,2018-12-31 00:00:00,0.0587,0.0275,0.0135,0.0509,942770000.0,11.28,0.11699999999999999,,68700000.0,55350000.0,0.62,-0.775,755860000.0,9.14,,,13.25,13.0,160190000.0,94610000.0,0.42,-0.0897,0.027999999999999997,52.5,29.33,36.42,40.15,2560000.0,4310000.0,83080000.0,72300000.0,0.0433,0.9969,9300000.0,5.6,0.1153,0.1119,11130000.0,,,,,,0.0,,,,
YETI,1950000000.0,2260000000.0,33.57,19.3,0.48,2.5,67.33,2.9,16.74,2018-12-29 00:00:00,2018-12-29 00:00:00,0.0742,0.1414,0.1336,,778830000.0,9.52,0.193,383130000.0,134940000.0,57760000.0,0.69,5.332999999999999,80050000.0,0.95,328010000.0,1132.21,1.59,0.34,176070000.0,129970000.0,,?%,0.027999999999999997,24.93,12.4,17.75,16.66,1350000.0,2640000.0,84200000.0,17600000.0,0.1098,0.7565999999999999,6530000.0,6.23,0.2206,0.0776,3930000.0,,,,,,0.0,,,,
YEXT,1930000000.0,1730000000.0,,-50.34,-8.62,9.06,26.83,8.14,-23.07,2018-01-31 00:00:00,2018-10-31 00:00:00,-0.3803,-0.3829,-0.2846,-1.0384,212950000.0,2.21,0.325,126110000.0,-75150000.0,-81000000.0,-0.84,,107030000.0,1.06,,,1.46,0.71,-27160000.0,-2410000.0,,0.5021,0.027999999999999997,27.19,11.7,15.9,19.23,852900.0,608530.0,100860000.0,71950000.0,0.1895,0.7202,3620000.0,5.31,0.0527,0.0359,3330000.0,,,,,,0.0,,,,
YGYI,203510000.0,195880000.0,,39.5,,1.22,18.41,1.17,300.89,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.1085,-0.0253,-0.0357,-1.3779,167370000.0,8.1,-0.12,95560000.0,651000.0,-19680000.0,-0.98,,2300000.0,0.1,17060000.0,145.46,0.79,0.43,-5720000.0,2310000.0,1.04,0.6581,0.027999999999999997,16.25,3.17,6.77,6.55,206210.0,578930.0,25760000.0,7300000.0,0.6944,0.0325,561010.0,2.46,0.0504,0.0216,395650.0,,,,,,0.0,,,20.0,2017-06-07 00:00:00
YI,676000000.0,681710000.0,,,,,3.33,,,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.2118,0.0,,,,,1.003,34890000.0,,,-1.27,,,,,,4.61,2.49,,,,?%,0.027999999999999997,16.83,5.95,8.41,9.44,12480.0,6370.0,81540000.0,20080000.0,0.0,0.0722,30840.0,2.58,,0.0004,28660.0,,,,,,0.0,,,,
YIN,481030000.0,465580000.0,,,,,0.97,,,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.187,0.0,-0.0516,-0.0592,,,-0.33799999999999997,2220000000.0,,,-0.42,,,,,,2.57,7.03,,,0.29,-0.3062,0.027999999999999997,10.54,3.97,6.72,6.56,56700.0,41020.0,70220000.0,19140000.0,0.7087,0.0075,118740.0,1.48,,0.0017,193970.0,0.4,0.0593,0.4,0.0581,,,2018-04-09 00:00:00,2018-03-26 00:00:00,,
YLCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
YMAB,781670000.0,597860000.0,,-17.32,2.41,,5.04,,,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0,0.0,,,,,,,,-38470000.0,-1.46,,163290000.0,4.78,,,17.82,4.53,-33960000.0,,,?%,0.027999999999999997,31.0,15.17,21.47,22.63,75560.0,24400.0,34190000.0,9900000.0,0.5122,0.3481,431810.0,7.21,0.0271,0.0126,738940.0,,,,,,0.0,,,,
YNDX,10670000000.0,10660000000.0,7.59,16.94,2312.16,,1.86,,,2018-12-31 00:00:00,2018-12-31 00:00:00,0.3728,0.0,0.0698,0.29600000000000004,,,0.39399999999999996,91770000000.0,,,4.33,0.718,,,,,3.89,17.71,,,1.29,-0.2255,0.027999999999999997,44.49,24.9,31.63,30.66,2250000.0,4380000.0,286850000.0,276840000.0,0.0345,0.8057,2480000.0,1.3,0.0086,0.0076,2570000.0,,,,,,0.0,,,,
YOGA,9430000.0,-3620000.0,,-0.71,,0.16,0.3,-0.06,0.47,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.6042,-0.2753,-0.1647,-0.7445,60060000.0,3.82,0.121,33960000.0,-7700000.0,-36290000.0,-2.31,,13180000.0,0.8,,,1.42,1.89,-7410000.0,-2590000.0,,-0.7917,0.027999999999999997,2.989,0.373,0.562,0.8959999999999999,90160.0,38930.0,16480000.0,2660000.0,0.04650000000000002,0.7770999999999999,68050.0,0.45,0.0148,0.0041,47370.0,,,,,,0.0,,,,
YORW,457530000.0,536720000.0,34.69,31.31,6.91,9.39,3.68,11.02,18.63,2017-12-31 00:00:00,2018-09-30 00:00:00,0.2715,0.4487,0.0405,0.1094,48720000.0,3.78,0.0,39700000.0,28800000.0,13230000.0,1.02,-0.033,2000.0,0.0,92900000.0,74.76,0.43,9.61,19110000.0,2230000.0,0.2,0.1942,0.027999999999999997,36.1,27.45,32.35,31.59,21080.0,19450.0,12930000.0,12760000.0,0.0119,0.3806000000000001,107390.0,5.79,0.0084,0.0083,118710.0,0.69,0.0203,0.67,0.019,2.25,0.6533,2019-04-15 00:00:00,2019-02-27 00:00:00,0.666666666667,2006-09-12 00:00:00
YPF,5820000000.0,6100000000.0,4.69,12.63,-1.33,,0.43,,,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0925,0.0,0.0169,0.1324,,,0.835,42290000000.0,,,3.12,140.968,,,,103.44,1.17,33.97,,,0.97,-0.3688,0.027999999999999997,24.15,11.99,15.26,15.07,1190000.0,915980.0,394120000.0,193070000.0,0.0001,0.2549,1780000.0,1.12,,0.0045000000000000005,2640000.0,0.08,0.005,0.09,0.0059,,0.0,2019-01-03 00:00:00,2018-12-24 00:00:00,,
YRCW,277520000.0,888190000.0,11.39,8.91,0.15,0.05,,0.17,3.36,2018-12-31 00:00:00,2018-12-31 00:00:00,0.0048,0.023,0.0457,,5090000000.0,154.38,0.032,513500000.0,264700000.0,24500000.0,0.72,,227600000.0,6.88,874900000.0,,1.29,-9.1,224800000.0,148900000.0,5.08,-0.1975,0.027999999999999997,11.76,2.41,5.77,7.08,1250000.0,1170000.0,33840000.0,31410000.0,0.0617,0.6724,4140000.0,3.43,0.1261,0.1223,3600000.0,,,,,,0.0,,1995-04-25 00:00:00,300.0,2011-12-02 00:00:00
YRD,778230000.0,778860000.0,4.82,4.86,-42.24,,1.09,,,2017-12-31 00:00:00,2018-09-30 00:00:00,0.1755,0.0,0.0945,0.2982,,,-0.259,5130000000.0,,,2.66,-0.5,,,,,4.8,11.8,,,3.26,-0.6693,0.027999999999999997,44.1,9.61,11.23,15.08,242070.0,237220.0,60700000.0,10650000.0,0.0,0.1149,2230000.0,8.51,,,2280000.0,0.56,0.04650000000000002,0.29,0.0231,,0.1013,2018-05-15 00:00:00,2018-04-27 00:00:00,,
YRIV,65910000.0,186810000.0,,,,,0.38,,-30.7,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0,0.0,-0.0097,-0.0768,,,,,-6090000.0,-14200000.0,-0.08199999999999999,,161630.0,0.0,118630000.0,68.14,5.38,1.01,-4800000.0,12650000.0,1.05,-0.9043,0.027999999999999997,13.552,0.29600000000000004,2.2030000000000003,8.506,847940.0,2720000.0,172530000.0,10760000.0,1.0206,0.0031,508830.0,3.12,0.0066,0.0029,636220.0,,,,,,0.0,,,,
YTEN,11330000.0,2830000.0,,-2.26,,21.58,1.54,5.39,-0.29,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0,-18.8895,-0.7891,-1.9969999999999999,525000.0,0.06,-0.659,-3650000.0,-9720000.0,-11290000.0,-1.34,,7800000.0,0.78,,,4.57,0.73,-8620000.0,-4760000.0,0.83,-0.2403,0.027999999999999997,3.1,0.68,1.04,1.26,71940.0,73450.0,10030000.0,7010000.0,0.3689,0.0903,423490.0,9.1,0.0665,0.0422,473180.0,,,,,,0.0,,,10.0,2017-05-30 00:00:00
YTRA,176350000.0,192270000.0,,-38.18,0.15,,4.34,,,2018-03-31 00:00:00,2018-12-31 00:00:00,-0.0636,0.0,-0.1642,-0.4446,,,-0.344,4110000000.0,,,-0.23,-0.413,,,,41.31,1.07,0.97,,,1.28,-0.4355,0.027999999999999997,8.16,3.7,4.69,4.91,152680.0,111570.0,39600000.0,29080000.0,0.1927,0.42,1280000.0,11.52,0.0625,0.0285,1400000.0,,,,,,0.0,,,,
YUM,28980000000.0,38700000000.0,20.2,22.45,1.56,5.1,,6.8,20.54,2018-12-31 00:00:00,2018-12-31 00:00:00,0.2711,0.3071,0.2313,,5690000000.0,17.67,-0.012,2660000000.0,1880000000.0,1540000000.0,4.69,-0.23399999999999999,292000000.0,0.95,10070000000.0,,0.93,-25.9,1180000000.0,675370000.0,0.55,0.2068,0.027999999999999997,95.45,77.09,92.57,89.26,2190000.0,2110000.0,306000000.0,305430000.0,0.0015,0.7573000000000001,6270000.0,3.22,0.0191,0.0205,6570000.0,1.68,0.0178,1.5,0.0159,1.99,0.307,2019-03-08 00:00:00,2019-02-13 00:00:00,0.718907260963,2016-11-01 00:00:00
YUMA,3160000.0,35460000.0,,,,0.14,0.13,1.55,-13.64,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.7564,-0.5282,-0.0838,-0.5376,22820000.0,1.0,-0.067,14410000.0,-2600000.0,-18750000.0,-0.8220000000000001,,2550000.0,0.11,35000000.0,143.19,0.14,1.06,3510000.0,-895080.0,1.16,-0.8802,0.027999999999999997,1.55,0.09,0.1262,0.2359,1090000.0,2310000.0,22790000.0,13360000.0,0.1532,0.4006,263830.0,0.14,0.0224,0.0114,296730.0,,,,,,0.0,,,20.0,2016-10-27 00:00:00
YUMC,15870000000.0,14350000000.0,23.4,22.76,4.09,1.89,5.53,1.71,10.06,2018-12-31 00:00:00,2018-12-31 00:00:00,0.0841,0.1167,0.1383,0.252,8420000000.0,21.91,-0.141,1310000000.0,1430000000.0,708000000.0,1.79,,1390000000.0,3.66,25000000.0,0.84,1.56,7.58,1330000000.0,822750000.0,0.81,-0.0146,0.027999999999999997,44.61,30.1,36.99,35.29,1900000.0,2740000.0,379000000.0,378100000.0,0.0022,0.7984,4550000.0,2.64,0.0123,0.012,4550000.0,0.48,0.0117,0.42,0.0102,,0.2346,2019-03-21 00:00:00,2019-02-27 00:00:00,,
YVR,8430000.0,4010000.0,,,,,,,,2017-11-30 00:00:00,2018-08-31 00:00:00,0.0,0.0,,,,,,-340530.0,,,-2.56,,,,,,0.3,-0.2,,,2.19,-0.7087,0.027999999999999997,10.25,1.75,2.22,3.48,13550.0,6680.0,4000000.0,1740000.0,0.0732,0.013999999999999999,41300.0,4.42,0.0975,0.0103,50820.0,,,,,,0.0,,,5.0,2018-10-15 00:00:00
YY,4570000000.0,4600000000.0,17.83,9.27,43.72,,1.7,,,2017-12-31 00:00:00,2018-09-30 00:00:00,0.1152,0.0,0.0931,0.1083,,,0.326,4620000000.0,,,4.04,0.023,,,,0.03,5.18,42.36,,,1.95,-0.441,0.027999999999999997,140.39,55.55,68.23,69.12,778500.0,932930.0,63480000.0,48110000.0,0.0205,0.8501000000000001,1740000.0,2.32,,0.0292,1630000.0,,,,,,0.0,,,,
Z,7080000000.0,6440000000.0,,112.35,1.07,5.66,2.13,5.15,100.5,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.0794,-0.0046,-0.001,-0.0331,1250000000.0,6.45,0.217,991590000.0,64030000.0,-99350000.0,-0.51,,1640000000.0,8.08,715010000.0,21.54,11.72,16.34,183810000.0,142360000.0,0.88,-0.2425,0.027999999999999997,65.7,26.38,33.48,38.3,2730000.0,2400000.0,139040000.0,130670000.0,0.0116,0.0255,24350000.0,11.01,,0.1198,22920000.0,,,,,,0.0,,,,
ZAGG,331850000.0,347630000.0,10.42,7.24,1.75,0.6,2.23,0.63,4.71,2017-12-31 00:00:00,2018-09-30 00:00:00,0.06,0.1004,0.1143,0.2385,548640000.0,19.47,0.05,169000000.0,73810000.0,32930000.0,1.15,0.496,17780000.0,0.64,28000000.0,18.68,1.76,5.36,29360000.0,2810000.0,0.87,-0.2194,0.027999999999999997,19.4,7.96,11.2,12.47,316150.0,282070.0,27790000.0,26460000.0,0.0568,0.8543000000000001,1330000.0,4.33,0.0549,0.04769999999999999,1460000.0,,,,,,0.0,,,,
ZAYO,6050000000.0,11890000000.0,54.65,34.78,1.07,2.34,5.12,4.59,10.05,2018-06-30 00:00:00,2018-12-31 00:00:00,0.0455,0.1936,0.0347,0.0874,2590000000.0,10.57,-0.021,1660000000.0,1180000000.0,117700000.0,0.47,1.288,176400000.0,0.75,6090000000.0,515.27,0.85,5.03,986800000.0,81530000.0,1.05,-0.2875,0.027999999999999997,39.66,20.27,26.04,29.46,5640000.0,7310000.0,234880000.0,224160000.0,0.04769999999999999,1.0235,18510000.0,3.45,0.0874,0.0788,16640000.0,,,,,,0.0,,,,
ZBH,25290000000.0,33600000000.0,,14.9,3.42,3.19,2.24,4.24,14.16,2018-12-31 00:00:00,2018-12-31 00:00:00,-0.0478,0.1681,0.0333,-0.033,7930000000.0,38.98,-0.002,5660000000.0,2370000000.0,-379200000.0,-1.86,,542800000.0,2.66,8940000000.0,79.27,1.85,55.28,1750000000.0,1520000000.0,1.38,0.0509,0.027999999999999997,134.55,96.99,110.49,117.46,1410000.0,1380000.0,203980000.0,203550000.0,0.0021,0.9213,2910000.0,2.25,0.0143,0.0142,3160000.0,0.96,0.0078,0.96,0.0078,0.82,,2019-01-31 00:00:00,2018-12-27 00:00:00,,
ZBIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBRA,10770000000.0,12310000000.0,25.75,14.91,1.61,2.55,8.06,2.92,15.06,2018-12-31 00:00:00,2018-12-31 00:00:00,0.0998,0.1522,0.0932,0.3882,4220000000.0,78.71,0.10800000000000001,1980000000.0,817000000.0,421000000.0,7.76,27.75,44000000.0,0.82,1590000000.0,119.18,0.89,24.78,785000000.0,601370000.0,1.28,0.4738,0.027999999999999997,203.95,120.09,172.53,168.82,493040.0,919030.0,53870000.0,53120000.0,0.0141,0.9078,843590.0,1.74,0.016,0.015700000000000002,977990.0,,,,,,0.0,,,0.666666666667,2004-08-26 00:00:00
ZDGE,21140000.0,16830000.0,,,,2.0,2.28,1.59,52.26,2018-07-31 00:00:00,2018-10-31 00:00:00,-0.1373,-0.0812,-0.0451,-0.1506,10550000.0,1.07,-0.105,9310000.0,322000.0,-1450000.0,-0.15,,3560000.0,0.35,,,2.43,0.9,1150000.0,222380.0,1.43,-0.3281,0.027999999999999997,4.34,1.64,2.17,2.31,14420.0,6530.0,9790000.0,7580000.0,0.2257,0.2616,13490.0,3.64,0.0019,0.0013,20430.0,,,,,,0.0,,,,
ZEAL,450650000.0,460630000.0,4.91,-6.86,,,2.33,,,2017-12-31 00:00:00,2018-09-30 00:00:00,15.3625,0.0,0.3627,0.6348,,,,125150000.0,,,3.0,,,,,,5.3,6.32,,,0.81,-0.0291,0.027999999999999997,18.91,11.51,14.22,14.07,5000.0,4650.0,30690000.0,24350000.0,0.0,0.0928,141310.0,51.5,,0.0046,140170.0,,,,,,0.0,,,,
ZEN,8359999999.999998,8490000000.0,,116.91,5.34,13.96,19.99,14.18,-82.03,2018-12-31 00:00:00,2018-12-31 00:00:00,-0.2189,-0.22399999999999998,-0.0917,-0.34,598750000.0,5.67,0.413,417490000.0,-103510000.0,-131080000.0,-1.24,,426730000.0,3.94,458180000.0,109.89,1.67,3.86,78620000.0,122070000.0,1.53,0.8177,0.027999999999999997,79.83,42.01,67.28,62.63,1960000.0,1740000.0,108360000.0,105910000.0,0.0143,0.0,6700000.0,4.37,0.0771,0.0626,8230000.0,,,,,,0.0,,,,
ZEUS,214440000.0,507650000.0,6.6,6.93,0.3,0.13,0.7,0.3,6.8,2018-12-31 00:00:00,2018-12-31 00:00:00,0.0197,0.0333,0.0522,0.1165,1720000000.0,150.02,0.39399999999999996,342130000.0,74660000.0,33760000.0,2.95,,9320000.0,0.85,302530000.0,98.55,4.38,27.89,-50500000.0,-95280000.0,2.73,-0.1963,0.027999999999999997,25.08,13.72,18.28,19.17,67800.0,78200.0,11010000.0,9140000.0,0.1691,0.6812999999999999,269560.0,4.16,0.0346,0.0245,196060.0,0.08,0.004,0.08,0.0043,0.44,0.0233,2019-03-15 00:00:00,2018-11-30 00:00:00,,
ZF,206020000.0,283040000.0,,,,15.52,0.9,21.32,,2018-11-30 00:00:00,2018-11-30 00:00:00,-2.3009,0.7123,0.0164,-0.11800000000000001,13270000.0,0.62,-0.154,13270000.0,,-30540000.0,-1.42,-0.95,6800000.0,0.32,84250000.0,36.96,0.1,10.59,57550000.0,3660000.0,0.87,-0.1381,0.027999999999999997,11.44,8.11,9.09,9.64,123190.0,57200.0,21530000.0,,0.001,0.1807,,,,,,1.44,0.1534,1.44,0.1512,,0.3882,2019-01-09 00:00:00,2018-07-11 00:00:00,4.0,2012-06-27 00:00:00
ZFGN,173290000.0,57460000.0,,-2.55,,,1.67,,-0.96,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0,0.0,-0.3275,-0.62,,,,,-59530000.0,-59880000.0,-2.01,,127830000.0,3.47,20480000.0,19.7,11.78,2.82,-49490000.0,-28070000.0,0.43,-0.4144,0.027999999999999997,12.35,4.1,4.69,7.86,361960.0,176900.0,36870000.0,25980000.0,0.0116,0.8804000000000001,583830.0,2.14,0.042,0.0158,696800.0,,,,,,0.0,,,,
ZG,7090000000.0,6430000000.0,,87.25,18.47,5.67,2.14,5.14,100.47,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.0794,-0.0046,-0.001,-0.0331,1250000000.0,6.45,0.217,991590000.0,64030000.0,-99350000.0,-0.51,,1640000000.0,8.08,715010000.0,21.54,11.72,16.34,183810000.0,142360000.0,0.85,-0.2423,0.027999999999999997,65.42,26.2,33.33,38.13,786150.0,577780.0,57990000.0,130670000.0,0.0348,0.9088,3870000.0,5.61,0.1206,0.019,3980000.0,,,,,,0.0,,,0.333333333333,2015-08-17 00:00:00
ZGNX,2000000000.0,1460000000.0,,-12.2,-4.42,,3.7,,-11.13,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0,0.0,-0.19399999999999998,-0.4715,,0.0,,-908000.0,-130740000.0,-141070000.0,-3.94,,539120000.0,12.85,,,9.89,12.85,-112670000.0,-35540000.0,1.91,0.1,0.027999999999999997,62.75,33.43,43.79,43.91,512590.00000000006,364570.0,41970000.0,28940000.0,0.0295,1.1848999999999998,7110000.0,17.0,0.231,0.16949999999999998,7400000.0,,,,,,0.0,,,8.0,2015-07-01 00:00:00
ZION,9620000000.0,13900000000.0,12.57,10.66,0.86,3.41,1.37,4.93,,2018-12-31 00:00:00,2018-12-31 00:00:00,0.3134,0.4233,0.0131,0.1159,2820000000.0,14.57,0.047,2820000000.0,,850000000.0,4.08,0.8370000000000001,2800000000.0,14.93,6380000000.0,,,37.39,,,1.57,-0.0731,0.027999999999999997,59.19,38.08,46.91,48.48,2720000.0,2330000.0,187550000.0,185340000.0,0.0128,0.9353,23380000.0,8.14,0.1371,0.1246,19740000.0,1.2,0.0237,1.04,0.0205,0.9,0.2549,2019-02-21 00:00:00,2019-02-13 00:00:00,0.25,1997-05-15 00:00:00
